,index,type_,path,rms,power,mean_frequency
286,286,Female voice,silence-removal/noises_without_silence/woman_talk4.wav,24.7898125,25.96,315.0
287,287,Female voice,silence-removal/noises_without_silence/woman_talk5.wav,13.8458125,15.11,223.85786802030458
288,288,Boiling water,silence-removal/noises_without_silence/boiling1.wav,119.0745625,27.78,166.66666666666666
289,289,Boiling water,silence-removal/noises_without_silence/boiling2.wav,33.31425,21.03,169.61538461538458
290,290,Boiling water,silence-removal/noises_without_silence/boiling3.wav,40.837625,23.44,257.8947368421053
291,291,Boiling water,silence-removal/noises_without_silence/boiling4.wav,5.5375,21.25,169.61538461538458
292,292,Boiling water,silence-removal/noises_without_silence/boiling5.wav,66.19575,28.54,193.421052631579
293,293,Zip closure,silence-removal/noises_without_silence/zastegivanye1.wav,4.438375,42.8,304.1379310344828
294,294,Zip closure,silence-removal/noises_without_silence/zastegivanye2.wav,3.9214375,20.28,272.72727272727275
295,295,Zip closure,silence-removal/noises_without_silence/zastegivanye3.wav,0.602125,32.37,331.57894736842104
296,296,Zip closure,silence-removal/noises_without_silence/zastegivanye4.wav,5.9880625,25.85,209.00473933649292
297,297,Zip closure,silence-removal/noises_without_silence/zastegivanye5.wav,10.15775,23.66,175.69721115537845
298,298,Drill,silence-removal/noises_without_silence/drell1.wav,34.58375,11.11,315.0
299,299,Drill,silence-removal/noises_without_silence/drell2.wav,28.6640625,48.72,290.13157894736844
300,300,Drill,silence-removal/noises_without_silence/drell3.wav,34.012625,22.49,168.3206106870229
301,301,Drill,silence-removal/noises_without_silence/drell4.wav,38.969,22.25,181.23779296875
302,302,Drill,silence-removal/noises_without_silence/drell5.wav,15.9463125,18.4,194.27312775330398
303,303,Driving a nail,silence-removal/noises_without_silence/zabivanye1.wav,80.8980625,19.99,156.11572265625
304,304,Driving a nail,silence-removal/noises_without_silence/zabivanye2.wav,12.639375,28.29,199.18212890625
305,305,Driving a nail,silence-removal/noises_without_silence/zabivanye3.wav,12.639375,28.29,199.18212890625
306,306,Driving a nail,silence-removal/noises_without_silence/zabivanye4.wav,12.1526875,39.42,145.54455445544554
307,307,Driving a nail,silence-removal/noises_without_silence/zabivanye5.wav,9.483625,14.42,145.34912109375
308,308,Chainsaw,silence-removal/noises_without_silence/benzopila1.wav,98.2349375,24.12,282.6923076923077
309,309,Chainsaw,silence-removal/noises_without_silence/benzopila2.wav,38.105625,26.24,124.22535211267606
310,310,Chainsaw,silence-removal/noises_without_silence/benzopila3.wav,9.6225625,29.06,134.58251953125
311,311,Chainsaw,silence-removal/noises_without_silence/benzopila4.wav,56.34975,29.65,242.24853515625
312,312,Chainsaw,silence-removal/noises_without_silence/benzopila5.wav,99.2419375,27.57,242.24853515625
313,313,The fan noise,silence-removal/noises_without_silence/ventilyator1.wav,42.3365,34.74,218.3168316831683
314,314,The fan noise,silence-removal/noises_without_silence/ventilyator2.wav,9.7851875,21.72,174.54545454545453
315,315,The fan noise,silence-removal/noises_without_silence/ventilyator3.wav,20.5314375,25.08,170.93023255813952
316,316,The fan noise,silence-removal/noises_without_silence/ventilyator4.wav,94.2573125,20.98,231.48193359375
317,317,The fan noise,silence-removal/noises_without_silence/ventilyator5.wav,106.97225,28.79,214.07766990291265
318,318,Fire,silence-removal/noises_without_silence/koster2.wav,19.264375,29.42,161.53846153846158
319,319,Fire,silence-removal/noises_without_silence/koster3.wav,23.9935625,33.93,151.02739726027397
320,320,Fire,silence-removal/noises_without_silence/koster4.wav,21.581125,42.07,193.421052631579
321,321,Fire,silence-removal/noises_without_silence/koster5.wav,99.6433125,35.6,177.64892578125
322,322,Lighting a match,silence-removal/noises_without_silence/spichki1.wav,4.98425,49.9,141.34615384615384
323,323,Lighting a match,silence-removal/noises_without_silence/spichki2.wav,1.2529375,23.81,104.00943396226415
324,324,Lighting a match,silence-removal/noises_without_silence/spichki3.wav,2.5716875,24.57,134.86238532110093
325,325,Lighting a match,silence-removal/noises_without_silence/spichki4.wav,11.3809375,44.98,166.88232421875
326,326,Lighting a match,silence-removal/noises_without_silence/spichki5.wav,64.0390625,43.76,321.8978102189781
327,327,Boiling oil,silence-removal/noises_without_silence/jarka1.wav,114.61225,38.09,265.6626506024097
328,328,Boiling oil,silence-removal/noises_without_silence/jarka2.wav,79.469625,45.51,166.88232421875
329,329,Boiling oil,silence-removal/noises_without_silence/jarka3.wav,56.1235,32.51,170.27027027027026
330,330,Boiling oil,silence-removal/noises_without_silence/jarka4.wav,21.0399375,72.49,166.88232421875
331,331,Boiling oil,silence-removal/noises_without_silence/jarka5.wav,79.9485625,23.25,160.15625
332,332,Howl of the wolf,silence-removal/noises_without_silence/wolf1.wav,4.97725,19.53,448.59813084112153
333,333,Howl of the wolf,silence-removal/noises_without_silence/wolf2.wav,29.92125,21.55,444.4444444444445
334,334,Howl of the wolf,silence-removal/noises_without_silence/wolf3.wav,315.4194375,31.07,380.17241379310343
335,335,Howl of the wolf,silence-removal/noises_without_silence/wolf4.wav,94.3948125,26.86,445.45454545454544
336,336,Howl of the wolf,silence-removal/noises_without_silence/wolf5.wav,179.965875,34.36,436.6336633663366
337,337,Horse race,silence-removal/noises_without_silence/kony1.wav,16.120125,25.74,386.84210526315786
338,338,Horse race,silence-removal/noises_without_silence/kony2.wav,6.7889375,22.71,148.4848484848485
339,339,Horse race,silence-removal/noises_without_silence/kony3.wav,13.0248125,28.36,130.79019073569484
340,340,Horse race,silence-removal/noises_without_silence/kony4.wav,11.9913125,12.26,235.8288770053476
341,341,Horse race,silence-removal/noises_without_silence/kony5.wav,51.690125,27.91,231.48193359375
342,342,The noise of battle,silence-removal/noises_without_silence/battle1.wav,93.3834375,18.33,180.0
343,343,The noise of battle,silence-removal/noises_without_silence/battle2.wav,58.746625,26.5,242.3076923076923
344,344,The noise of battle,silence-removal/noises_without_silence/battle3.wav,172.458,15.4,256.3953488372093
345,345,The noise of battle,silence-removal/noises_without_silence/battle4.wav,3.7025,15.71,158.63309352517985
346,346,The noise of battle,silence-removal/noises_without_silence/battle5.wav,75.6016875,23.46,190.9090909090909
347,347,The noise of the firing,silence-removal/noises_without_silence/pistol1.wav,17.8165625,18.15,156.11572265625
348,348,The noise of the firing,silence-removal/noises_without_silence/pistol2.wav,1.0155,27.26,150.0
349,349,The noise of the firing,silence-removal/noises_without_silence/pistol3.wav,148.810375,28.44,203.2258064516129
350,350,The noise of the firing,silence-removal/noises_without_silence/pistol4.wav,109.5909375,31.89,300.0
351,351,The noise of the firing,silence-removal/noises_without_silence/pistol5.wav,86.6909375,17.65,347.24409448818903
352,352,The noise of the forge,silence-removal/noises_without_silence/kuznitsa1.wav,39.457,40.32,315.0
353,353,The noise of the forge,silence-removal/noises_without_silence/kuznitsa2.wav,20.9754375,34.29,197.75784753363232
354,354,The noise of the forge,silence-removal/noises_without_silence/kuznitsa3.wav,26.916375,16.21,260.94674556213016
355,355,The noise of the forge,silence-removal/noises_without_silence/kuznitsa4.wav,20.9754375,34.29,197.75784753363232
356,356,The noise of the forge,silence-removal/noises_without_silence/kuznitsa5.wav,87.2038125,16.76,183.75
357,357,Noise of breaking glass,silence-removal/noises_without_silence/breaking_glass1.wav,2.1735,24.45,172.94117647058826
358,358,Noise of breaking glass,silence-removal/noises_without_silence/breaking_glass2.wav,26.091875,28.65,181.48148148148152
359,359,Noise of breaking glass,silence-removal/noises_without_silence/breaking_glass3.wav,7.510875,27.76,182.98755186721993
360,360,Noise of breaking glass,silence-removal/noises_without_silence/breaking_glass4.wav,1.657125,26.23,107.666015625
361,361,Noise of breaking glass,silence-removal/noises_without_silence/breaking_glass5.wav,25.1550625,29.29,290.6982421875
362,362,Noise of blows on the glass,silence-removal/noises_without_silence/blows_glass1.wav,1.4005625,29.4,148.4848484848485
363,363,Noise of blows on the glass,silence-removal/noises_without_silence/blows_glass2.wav,14.057625,25.05,162.73062730627305
364,364,Noise of blows on the glass,silence-removal/noises_without_silence/blows_glass3.wav,1.4005625,29.4,148.4848484848485
365,365,Noise of blows on the glass,silence-removal/noises_without_silence/blows_glass4.wav,1.4086875,15.95,147.0
366,366,Noise of blows on the glass,silence-removal/noises_without_silence/blows_glass5.wav,3.621375,29.66,123.87640449438204
367,367,airplane_into,silence-removal/noises_without_silence/airplane_into1.wav,32.9135625,15.18,220.71533203125
368,368,airplane_into,silence-removal/noises_without_silence/airplane_into2.wav,23.6655625,16.12,166.88232421875
369,369,airplane_into,silence-removal/noises_without_silence/airplane_into3.wav,10.5275,15.41,157.5
370,370,airplane_into,silence-removal/noises_without_silence/airplane_into4.wav,41.1426875,20.94,152.59515570934255
371,371,airplane_into,silence-removal/noises_without_silence/airplane_into5.wav,38.6083125,16.15,197.75784753363232
372,372,rolling the dice,silence-removal/noises_without_silence/cubik1.wav,2.3716875,41.3,92.33476167929292
373,373,rolling the dice,silence-removal/noises_without_silence/cubik2.wav,2.003,34.04,116.05263157894736
374,374,rolling the dice,silence-removal/noises_without_silence/cubik3.wav,1.6895,26.61,93.82978723404257
375,375,rolling the dice,silence-removal/noises_without_silence/cubik4.wav,24.5295,35.97,158.63309352517985
376,376,rolling the dice,silence-removal/noises_without_silence/cubik5.wav,33.2426875,38.05,264.07185628742513
377,377,Helicopter,silence-removal/noises_without_silence/vertolet1.wav,128.2185,25.1,246.36871508379892
378,378,Helicopter,silence-removal/noises_without_silence/vertolet2.wav,25.688625,23.15,217.24137931034485
379,379,Helicopter,silence-removal/noises_without_silence/vertolet3.wav,50.4108125,17.53,156.11572265625
380,380,Helicopter,silence-removal/noises_without_silence/vertolet4.wav,35.4701875,25.41,170.93023255813952
381,381,Helicopter,silence-removal/noises_without_silence/vertolet5.wav,89.88675,21.66,225.53787231445312
382,382,telega,silence-removal/noises_without_silence/telega1.wav,72.0594375,25.44,179.2682926829268
383,383,telega,silence-removal/noises_without_silence/telega2.wav,55.8886875,30.9,218.3168316831683
384,384,telega,silence-removal/noises_without_silence/telega3.wav,33.8611875,35.27,139.9658203125
385,385,telega,silence-removal/noises_without_silence/telega4.wav,54.38375,22.52,233.33333333333331
386,386,telega,silence-removal/noises_without_silence/telega5.wav,44.3041875,29.73,226.0986328125
387,387,Snow,silence-removal/noises_without_silence/snow1.wav,10.9908125,33.19,166.88232421875
388,388,Snow,silence-removal/noises_without_silence/snow2.wav,3.1644375,27.52,136.95652173913044
389,389,Snow,silence-removal/noises_without_silence/snow3.wav,17.1370625,26.68,167.04545454545453
390,390,Snow,silence-removal/noises_without_silence/snow4.wav,22.86275,29.96,161.53846153846158
391,391,Snow,silence-removal/noises_without_silence/snow5.wav,22.5945625,33.46,152.59515570934255
392,392,Plane,silence-removal/noises_without_silence/airplane2.wav,34.299125,26.32,178.54251012145747
393,393,Plane,silence-removal/noises_without_silence/airplane3.wav,21.16225,36.89,198.64864864864865
394,394,Plane,silence-removal/noises_without_silence/airplane4.wav,15.0931875,26.86,232.10526315789474
395,395,Plane,silence-removal/noises_without_silence/airplane5.wav,25.6770625,22.0,247.7528089887641
396,396,Plane,silence-removal/noises_without_silence/airplane1.wav,25.761125,24.46,191.7391304347826
397,397,The noise of the birds,silence-removal/noises_without_silence/birds1.wav,83.06375,29.23,185.29411764705884
398,398,The noise of the birds,silence-removal/noises_without_silence/birds2.wav,65.5023125,33.26,329.1044776119403
399,399,The noise of the birds,silence-removal/noises_without_silence/birds3.wav,446.4988125,25.39,212.0192307692308
400,400,The noise of the birds,silence-removal/noises_without_silence/birds4.wav,122.375125,33.33,206.07476635514016
401,401,The noise of the birds,silence-removal/noises_without_silence/birds5.wav,119.5919375,19.6,202.2935779816514
402,402,The noise of a mosquito,silence-removal/noises_without_silence/komar1.wav,29.7345,27.16,361.4754098360656
403,403,The noise of a mosquito,silence-removal/noises_without_silence/komar2.wav,36.4346875,33.4,355.64516129032256
404,404,The noise of a mosquito,silence-removal/noises_without_silence/komar3.wav,24.3075625,32.83,350.0
405,405,The noise of a mosquito,silence-removal/noises_without_silence/komar4.wav,10.3165,36.91,355.5555555555556
406,406,The noise of a mosquito,silence-removal/noises_without_silence/komar5.wav,22.851,45.81,390.26548672566366
407,407,Sneezes,silence-removal/noises_without_silence/chihanye1.wav,1.1833125,18.04,213.0434782608696
408,408,Sneezes,silence-removal/noises_without_silence/chihanye2.wav,0.8246875,15.12,179.2682926829268
409,409,Sneezes,silence-removal/noises_without_silence/chihanye3.wav,2.5676875,27.6,150.732421875
410,410,Sneezes,silence-removal/noises_without_silence/chihanye4.wav,2.0364375,15.96,253.4482758620689
411,411,Sneezes,silence-removal/noises_without_silence/chihanye5.wav,6.8855,32.91,329.1044776119403
412,412,The sounds of chewing,silence-removal/noises_without_silence/jevanie1.wav,15.1786875,39.29,137.8125
413,413,The sounds of chewing,silence-removal/noises_without_silence/jevanie2.wav,9.1144375,39.72,123.81591796875
414,414,The sounds of chewing,silence-removal/noises_without_silence/jevanie3.wav,7.0605625,35.99,147.98657718120805
415,415,The sounds of chewing,silence-removal/noises_without_silence/jevanie4.wav,4.1441875,25.96,145.34912109375
416,416,The sounds of chewing,silence-removal/noises_without_silence/jevanie5.wav,6.4525625,46.75,162.65270961315883
417,417,The noise of the construction,silence-removal/noises_without_silence/stroyka1.wav,8.4055625,23.57,309.381884765625
418,418,The noise of the construction,silence-removal/noises_without_silence/stroyka2.wav,10.339,19.82,250.5681818181818
419,419,The noise of the construction,silence-removal/noises_without_silence/stroyka3.wav,82.555,27.01,214.96078500300248
420,420,The noise of the construction,silence-removal/noises_without_silence/stroyka4.wav,120.3076875,25.65,231.77030522190742
421,421,The noise of the construction,silence-removal/noises_without_silence/stroyka5.wav,60.454125,29.93,302.05479452054794
422,422,The noise of the store,silence-removal/noises_without_silence/shop1.wav,19.699375,24.52,201.36986301369862
423,423,The noise of the store,silence-removal/noises_without_silence/shop2.wav,0.589875,29.56,114.24870466321244
424,424,The noise of the store,silence-removal/noises_without_silence/shop3.wav,53.735125,33.26,178.54251012145747
425,425,The noise of the store,silence-removal/noises_without_silence/shop4.wav,69.2858125,34.47,219.40298507462688
426,426,The noise of the store,silence-removal/noises_without_silence/shop5.wav,38.4705,44.74,166.88232421875
427,427,The sound of theatre,silence-removal/noises_without_silence/theatre1.wav,24.418625,14.62,256.3953488372093
428,428,The sound of theatre,silence-removal/noises_without_silence/theatre2.wav,249.7665,39.46,315.0
429,429,The sound of theatre,silence-removal/noises_without_silence/theatre3.wav,60.3699375,24.27,257.8947368421053
430,430,The sound of theatre,silence-removal/noises_without_silence/theatre4.wav,133.0916875,31.43,243.646408839779
431,431,The sound of theatre,silence-removal/noises_without_silence/theatre5.wav,31.086,27.29,294.0
432,432,The noise of the club,silence-removal/noises_without_silence/club1.wav,42.0361875,16.29,319.5652173913044
433,433,The noise of the club,silence-removal/noises_without_silence/club2.wav,89.681625,30.29,295.9731543624161
434,434,The noise of the club,silence-removal/noises_without_silence/club3.wav,61.7138125,33.18,226.0986328125
435,435,The noise of the club,silence-removal/noises_without_silence/club4.wav,65.9123125,24.29,200.45454545454547
436,436,The noise of the club,silence-removal/noises_without_silence/club5.wav,123.322125,29.8,375.0
437,437,The noise of the toilet,silence-removal/noises_without_silence/zvuk-gdtoulet1.wav,66.1973125,31.55,263.78173828125
438,438,The noise of the toilet,silence-removal/noises_without_silence/zvuk-gdtoulet2.wav,11.96475,21.86,204.5654296875
439,439,The noise of the toilet,silence-removal/noises_without_silence/zvuk-gdtoulet3.wav,10.2734375,34.64,175.0
440,440,The noise of the toilet,silence-removal/noises_without_silence/zvuk-gdtoulet4.wav,56.72275,31.61,268.90243902439016
441,441,The noise of the toilet,silence-removal/noises_without_silence/zvuk-gdtoulet5.wav,9.99075,27.05,172.265625
442,442,drug noise,silence-removal/noises_without_silence/drug1.wav,5.6058125,35.54,161.4990234375
443,443,drug noise,silence-removal/noises_without_silence/drug2.wav,1.0411875,24.0,236.865234375
444,444,drug noise,silence-removal/noises_without_silence/drug3.wav,15.89225,29.59,170.93023255813952
445,445,drug noise,silence-removal/noises_without_silence/drug4.wav,1.2569375,30.11,170.2749252319336
446,446,drug noise,silence-removal/noises_without_silence/drug5.wav,1.31675,24.83,166.88232421875
447,447,Battery noise,silence-removal/noises_without_silence/batareya1.wav,6.0060625,18.23,285.31494140625
448,448,Battery noise,silence-removal/noises_without_silence/batareya2.wav,6.9768125,24.85,212.0192307692308
449,449,Battery noise,silence-removal/noises_without_silence/batareya3.wav,3.2473125,23.47,203.2258064516129
450,450,Battery noise,silence-removal/noises_without_silence/batareya4.wav,79.0509375,45.01,172.265625
451,451,Battery noise,silence-removal/noises_without_silence/batareya5.wav,3.2473125,23.47,203.2258064516129
452,452,The sound of the tank,silence-removal/noises_without_silence/tank1.wav,27.9011875,20.53,221.19815668202762
453,453,The sound of the tank,silence-removal/noises_without_silence/tank2.wav,21.1025625,21.5,179.2682926829268
454,454,The sound of the tank,silence-removal/noises_without_silence/tank3.wav,19.3406875,22.09,212.0192307692308
455,455,The sound of the tank,silence-removal/noises_without_silence/tank4.wav,21.857125,22.19,168.3206106870229
456,456,The sound of the tank,silence-removal/noises_without_silence/tank5.wav,69.1825625,24.69,193.798828125
457,457,Parallel sounds,silence-removal/noises_without_silence/Parallel1.wav,7.435,10.43,339.84375
458,458,Parallel sounds,silence-removal/noises_without_silence/Parallel2.wav,22.8960625,9.64,297.97297297297297
459,459,Parallel sounds,silence-removal/noises_without_silence/Parallel3.wav,24.2213125,24.43,393.75
460,460,Parallel sounds,silence-removal/noises_without_silence/Parallel4.wav,8.18675,20.25,273.4375
461,461,Parallel sounds,silence-removal/noises_without_silence/Parallel5.wav,29.7301875,25.28,347.24409448818903
462,462,The sound of shinomancy,silence-removal/noises_without_silence/shinomancy1.wav,87.10375,28.49,274.54833984375
463,463,The sound of shinomancy,silence-removal/noises_without_silence/shinomancy2.wav,12.259875,30.77,219.40298507462688
464,464,The sound of shinomancy,silence-removal/noises_without_silence/shinomancy3.wav,13.39125,33.83,169.61538461538458
465,465,The sound of shinomancy,silence-removal/noises_without_silence/shinomancy4.wav,8.836125,26.02,273.91304347826093
466,466,The sound of shinomancy,silence-removal/noises_without_silence/shinomancy5.wav,70.4516875,24.4,188.46153846153842
467,467,The sound of the airport,silence-removal/noises_without_silence/airport1.wav,59.486000000000004,29.98,324.26470588235287
468,468,The sound of the airport,silence-removal/noises_without_silence/airport2.wav,20.2368125,17.59,172.94117647058826
469,469,The sound of the airport,silence-removal/noises_without_silence/airport3.wav,3.19675,13.39,328.7671232876712
470,470,The sound of the airport,silence-removal/noises_without_silence/airport4.wav,59.486000000000004,29.98,324.26470588235287
471,471,The sound of the airport,silence-removal/noises_without_silence/airport5.wav,88.624,35.84,275.625
472,472,The sound of the skateboard,silence-removal/noises_without_silence/skateboard1.wav,38.5245,28.52,264.07185628742513
473,473,The sound of the skateboard,silence-removal/noises_without_silence/skateboard2.wav,10.666875,37.17,156.11572265625
474,474,The sound of the skateboard,silence-removal/noises_without_silence/skateboard3.wav,2.0519375,27.26,175.0
475,475,The sound of the skateboard,silence-removal/noises_without_silence/skateboard4.wav,10.6290625,22.35,295.9731543624161
476,476,The sound of the skateboard,silence-removal/noises_without_silence/skateboard5.wav,5.092625,24.69,220.5
477,477,Sound of wheels slipping,silence-removal/noises_without_silence/wheels_slipping1.wav,6.92275,26.12,174.3083003952569
478,478,Sound of wheels slipping,silence-removal/noises_without_silence/wheels_slipping2.wav,11.567875,16.01,215.12195121951217
479,479,Sound of wheels slipping,silence-removal/noises_without_silence/wheels_slipping3.wav,6.0958125,25.59,206.07476635514016
480,480,Sound of wheels slipping,silence-removal/noises_without_silence/wheels_slipping4.wav,12.631125,19.59,156.11572265625
481,481,Sound of wheels slipping,silence-removal/noises_without_silence/wheels_slipping5.wav,5.202375,30.65,370.5882352941177
482,482,Sounds of a police car,silence-removal/noises_without_silence/police1.wav,21.178375,26.78,212.0192307692308
483,483,Sounds of a police car,silence-removal/noises_without_silence/police2.wav,6.8628125,27.53,133.63636363636363
484,484,Sounds of a police car,silence-removal/noises_without_silence/police3.wav,6.698375,29.85,155.8303886925795
485,485,Sounds of a police car,silence-removal/noises_without_silence/police4.wav,25.336125,36.81,208.0188679245283
486,486,Sounds of a police car,silence-removal/noises_without_silence/police5.wav,60.395625,28.53,341.86046511627904
487,487,The sounds of an ambulance,silence-removal/noises_without_silence/ambulance1.wav,20.28125,24.75,386.84210526315786
488,488,The sounds of an ambulance,silence-removal/noises_without_silence/ambulance2.wav,70.5013125,25.94,376.92307692307685
489,489,The sounds of an ambulance,silence-removal/noises_without_silence/ambulance3.wav,61.0441875,26.61,420.0
490,490,The sounds of an ambulance,silence-removal/noises_without_silence/ambulance4.wav,23.2185625,16.23,444.4444444444445
491,491,The sounds of an ambulance,silence-removal/noises_without_silence/ambulance5.wav,11.2530625,3.85,200.45454545454547
492,492,The sound of a fire truck,silence-removal/noises_without_silence/fire_truck1.wav,1.211625,17.89,202.2935779816514
493,493,The sound of a fire truck,silence-removal/noises_without_silence/fire_truck2.wav,30.988000000000003,25.95,195.3125
494,494,The sound of a fire truck,silence-removal/noises_without_silence/fire_truck3.wav,27.35775,20.97,220.5
495,495,The sound of a fire truck,silence-removal/noises_without_silence/fire_truck4.wav,13.0749375,19.53,225.73974609375
496,496,The sound of a fire truck,silence-removal/noises_without_silence/fire_truck5.wav,11.3418125,21.06,321.8978102189781
497,497,Sound of car brakes,silence-removal/noises_without_silence/brakes1.wav,2.8708125,15.32,262.5
498,498,Sound of car brakes,silence-removal/noises_without_silence/brakes2.wav,8.787875,26.32,159.2057761732852
499,499,Sound of car brakes,silence-removal/noises_without_silence/brakes3.wav,44.2864375,12.48,377.95275590551176
500,500,Sound of car brakes,silence-removal/noises_without_silence/brakes4.wav,16.965999999999998,24.35,193.421052631579
501,501,Sound of car brakes,silence-removal/noises_without_silence/brakes5.wav,2.4090625,18.34,163.33333333333334
502,502,Mixer sound,silence-removal/noises_without_silence/Mixer1.wav,11.8371875,14.63,312.7659574468085
503,503,Mixer sound,silence-removal/noises_without_silence/Mixer2.wav,32.2474375,21.91,284.51612903225805
504,504,Mixer sound,silence-removal/noises_without_silence/Mixer3.wav,41.6058125,20.82,273.91304347826093
505,505,Mixer sound,silence-removal/noises_without_silence/Mixer4.wav,34.377875,24.17,341.86046511627904
506,506,Mixer sound,silence-removal/noises_without_silence/Mixer5.wav,114.4959375,26.79,282.6923076923077
507,507,The sound of the ATM,silence-removal/noises_without_silence/ATM1.wav,8.4855,23.58,186.07594936708858
508,508,The sound of the ATM,silence-removal/noises_without_silence/ATM2.wav,9.308375,53.48,222.22222222222226
509,509,The sound of the ATM,silence-removal/noises_without_silence/ATM3.wav,14.8745625,18.06,199.54751131221718
510,510,The sound of the ATM,silence-removal/noises_without_silence/ATM4.wav,1.5556875,16.09,279.1139240506329
511,511,The sound of the ATM,silence-removal/noises_without_silence/ATM5.wav,27.5835,37.69,297.97297297297297
512,512,Nuke,silence-removal/noises_without_silence/Nuke1.wav,41.684,32.73,180.7377049180328
513,513,Nuke,silence-removal/noises_without_silence/Nuke2.wav,7.561125,24.09,122.84122562674095
514,514,Nuke,silence-removal/noises_without_silence/Nuke3.wav,29.3410625,26.6,218.3168316831683
515,515,Nuke,silence-removal/noises_without_silence/Nuke4.wav,1.971125,22.83,117.1875
516,516,Nuke,silence-removal/noises_without_silence/Nuke5.wav,74.6080625,20.54,177.82258064516128
517,517,The sound of the radio,silence-removal/noises_without_silence/radio1.wav,10.5609375,26.83,132.9639889196676
518,518,The sound of the radio,silence-removal/noises_without_silence/radio2.wav,13.097625,25.67,367.5
519,519,The sound of the radio,silence-removal/noises_without_silence/radio3.wav,16.5879375,18.97,441.0
520,520,The sound of the radio,silence-removal/noises_without_silence/radio4.wav,49.9865625,21.83,163.94052044609666
521,521,The sound of the radio,silence-removal/noises_without_silence/radio5.wav,75.7815,44.39,126.72413793103449
522,522,The sound of the escalator,silence-removal/noises_without_silence/escalator1.wav,37.0886875,21.48,210.0
523,523,The sound of the escalator,silence-removal/noises_without_silence/escalator2.wav,45.6653125,38.34,190.08620689655172
524,524,The sound of the escalator,silence-removal/noises_without_silence/escalator3.wav,62.792,22.41,215.33203125
525,525,The sound of the escalator,silence-removal/noises_without_silence/escalator4.wav,32.058125,16.81,167.04545454545453
526,526,The sound of the escalator,silence-removal/noises_without_silence/escalator5.wav,120.176875,22.77,168.96551724137933
527,527,The sound of the box,silence-removal/noises_without_silence/box1.wav,1.9938125,25.77,141.34615384615384
528,528,The sound of the box,silence-removal/noises_without_silence/box2.wav,7.025,19.5,104.25531914893615
529,529,The sound of the box,silence-removal/noises_without_silence/box3.wav,8.383625,20.97,102.28271484375
530,530,The sound of the box,silence-removal/noises_without_silence/box4.wav,4.574,28.14,339.23076923076917
531,531,The sound of the box,silence-removal/noises_without_silence/box5.wav,28.6781875,25.49,386.84210526315786
532,532,The sound of the toaster,silence-removal/noises_without_silence/toaster1.wav,7.89675,37.01,219.40298507462688
533,533,The sound of the toaster,silence-removal/noises_without_silence/toaster2.wav,1.5154375,31.79,99.548532731377
534,534,The sound of the toaster,silence-removal/noises_without_silence/toaster3.wav,15.78275,35.51,231.48193359375
535,535,The sound of the toaster,silence-removal/noises_without_silence/toaster4.wav,6.687625,34.52,134.58251953125
536,536,The sound of the toaster,silence-removal/noises_without_silence/toaster5.wav,4.2104375,33.73,147.1435546875
537,537,The sound of the camera,silence-removal/noises_without_silence/camera1.wav,1.38,26.34,132.43243243243242
538,538,The sound of the camera,silence-removal/noises_without_silence/camera2.wav,1.464875,24.99,123.81591796875
539,539,The sound of the camera,silence-removal/noises_without_silence/camera3.wav,2.339625,23.54,120.49180327868851
540,540,The sound of the camera,silence-removal/noises_without_silence/camera4.wav,0.522375,19.69,309.67741935483866
541,541,The sound of the camera,silence-removal/noises_without_silence/camera5.wav,11.612125,39.87,143.1818181818182
542,542,The sound of basketball,silence-removal/noises_without_silence/basketball1.wav,18.165125,28.65,237.62376237623764
543,543,The sound of basketball,silence-removal/noises_without_silence/basketball2.wav,90.430375,28.99,424.0384615384616
544,544,The sound of basketball,silence-removal/noises_without_silence/basketball3.wav,87.6275625,26.26,190.9090909090909
545,545,The sound of basketball,silence-removal/noises_without_silence/basketball4.wav,88.682625,29.57,204.5654296875
546,546,The sound of basketball,silence-removal/noises_without_silence/basketball5.wav,59.827625,28.98,186.07594936708858
547,547,The sound of Billiards,silence-removal/noises_without_silence/Billiards1.wav,98.9958125,36.95,182.98755186721993
548,548,The sound of Billiards,silence-removal/noises_without_silence/Billiards2.wav,14.3203125,31.47,204.5654296875
549,549,The sound of Billiards,silence-removal/noises_without_silence/Billiards3.wav,11.59675,42.59,169.0830093407668
550,550,The sound of Billiards,silence-removal/noises_without_silence/Billiards4.wav,9.9276875,37.53,260.94674556213016
551,551,The sound of Billiards,silence-removal/noises_without_silence/Billiards5.wav,66.207375,35.43,200.45454545454547
552,552,The sound of volleyball,silence-removal/noises_without_silence/volleyball1.wav,51.42375,28.58,341.86046511627904
553,553,The sound of volleyball,silence-removal/noises_without_silence/volleyball2.wav,7.6736875,46.54,258.3984375
554,554,The sound of volleyball,silence-removal/noises_without_silence/volleyball3.wav,8.974375,27.12,114.54545454545456
555,555,The sound of volleyball,silence-removal/noises_without_silence/volleyball4.wav,92.7938125,31.54,260.94674556213016
556,556,The sound of volleyball,silence-removal/noises_without_silence/volleyball5.wav,90.9413125,32.57,256.3953488372093
557,557,The sound of badminton,silence-removal/noises_without_silence/badminton1.wav,27.733375,34.1,172.94117647058826
558,558,The sound of badminton,silence-removal/noises_without_silence/badminton2.wav,15.92175,34.01,143.1818181818182
559,559,The sound of badminton,silence-removal/noises_without_silence/badminton3.wav,16.3091875,31.62,172.265625
560,560,The sound of badminton,silence-removal/noises_without_silence/badminton4.wav,5.7339375,36.31,113.04931640625
